name,category,address,open_website,phone_number,open_hours,open_hours_updated,reviews_count,rating,main_image,url,country
Santagloria Coffee & Bakery,Cafe,"Carrer D'Aragó, 4BJS, 07005 Palma, Illes Balears, Spain",http://www.santagloria.com/,+34 934 59 37 96,"{""Friday"":""7 AM–8 PM"",""Monday"":""7 AM–8 PM"",""Saturday"":""7 AM–8 PM"",""Sunday"":""7 AM–8 PM"",""Thursday"":""7 AM–8 PM"",""Tuesday"":""7 AM–8 PM"",""Wednesday"":""7 AM–8 PM""}",Open ⋅ Closes 8 PM,162.0,3.5,https://lh5.googleusercontent.com/p/AF1QipOptE6a9UkmgGr5DWXncFkomm7cMXe9X92VzV5D=w122-h92-k-no,https://www.google.com/maps/place/Santagloria%20Coffee%20&%20Bakery/data=!4m7!3m6!1s0x129793ebdece98c5:0xcc122272f9a6bea9!8m2!3d39.573012299999995!4d2.6574329!16s/g/11h3qd8l3c!19sChIJxZjO3uuTlxIRqb6m-XIiEsw?authuser=0&hl=en&rclk=1,ES
Blue Plaque: Charles Darwin,Historical landmark,"115 Gower St, London WC1E 6AP",,020 7679 3041,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,4.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOVREmsAexYtl1RFPh4_Im3RtYH_yW6EvWaKt5Y=w80-h106-k-no,https://www.google.com/maps/place/Blue%20Plaque:%20Charles%20Darwin/data=!4m7!3m6!1s0x48761b2f1976346b:0xfb4d80fbd003ea4!8m2!3d51.523306!4d-0.1333452!16s/g/11bzywn15n!19sChIJazR2GS8bdkgRpD4AvQ_YtA8?authuser=0&hl=en&rclk=1,GB
Ready Realty,Property investment,"685 S Front St, Columbus, OH 43206, United States",https://www.readyrealtyoh.com/,+1 614-383-9885,"{""Friday"":""8:30 am–5:30 pm"",""Monday"":""8:30 am–5:30 pm"",""Saturday"":""10 am–2 pm"",""Sunday"":""Closed"",""Thursday"":""8:30 am–5:30 pm"",""Tuesday"":""8:30 am–5:30 pm"",""Wednesday"":""8:30 am–5:30 pm""}",Closed ⋅ Opens 8:30 am,20.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNTMUFIoWVcrHtsUMYCxc_XrQSgIE0x-KOVPzwm=w92-h92-k-no,https://www.google.com/maps/place/Ready%20Realty/data=!4m7!3m6!1s0x88388fe8f1a843eb:0xdbdaeb61aa4fe300!8m2!3d39.9478684!4d-82.9999959!16s/g/11p00gq80t!19sChIJ60Oo8eiPOIgRAONPqmHr2ts?authuser=0&hl=en&rclk=1,US
Worth Ranch,Campground,"1518 Worth Ranch Rd, Palo Pinto, TX 76484",https://www.longhorncouncil.org/camps-properties/scout-camps/worth-ranch/,(817) 231-8537,,,160.0,4.9,https://lh5.googleusercontent.com/p/AF1QipPtJ2IJYWdD5McCPAU1ejRFuJ1Ni6O5nUO71mKl=w163-h92-k-no,https://www.google.com/maps/place/Worth%20Ranch/data=!4m7!3m6!1s0x86522811fc45aedf:0xfff0dceae303c3fa!8m2!3d32.816077!4d-98.31676999999999!16s/g/1tg50vg0!19sChIJ365F_BEoUoYR-sMD4-rc8P8?authuser=0&hl=en&rclk=1,US
Jungbert Company Restoration & Remediation,Fire damage restoration service,"7137 Southside Dr, Louisville, KY 40214",http://www.jungbertcompany.com/,(502) 595-9895,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,2.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNy2haGhI02qYTzdnsKULHzrgqKHtcD9BSf9WhW=w238-h92-k-no,https://www.google.com/maps/place/Jungbert%20Company%20Restoration%20&%20Remediation/data=!4m7!3m6!1s0x88690f2583b357f7:0x6822a4f4fed199f2!8m2!3d38.151288!4d-85.76612639999999!16s/g/11kb_thlv_!19sChIJ91ezgyUPaYgR8pnR_vSkImg?authuser=0&hl=en&rclk=1,US
Speedy Pizza da Giannino,Pizza restaurant,"Via Ferruccio Valobra, 117, 10022 Carmagnola TO, Italy",https://www.facebook.com/speedypizzadagiannino/?fref=ts,+39 011 971 2328,"{""Friday"":""6–10 PM"",""Monday"":""6–10 PM"",""Saturday"":""6–10 PM"",""Sunday"":""6–10 PM"",""Thursday"":""6–10 PM"",""Tuesday"":""6–10 PM"",""Wednesday"":""6–10 PM""}",Open ⋅ Closes 10 PM,116.0,4.7,https://lh5.googleusercontent.com/p/AF1QipPn1UG8Iv801NC_KXDEJqQ8U5NWMzmFou8IfZn4=w80-h106-k-no,https://www.google.com/maps/place/Speedy%20Pizza%20da%20Giannino/data=!4m7!3m6!1s0x4788042e6764f0ff:0x1d0e0a0a265159b6!8m2!3d44.845494699999996!4d7.7178153!16s/g/1tfg1zqt!19sChIJ__BkZy4EiEcRtllRJgoKDh0?authuser=0&hl=en&rclk=1,IT
"Cindy T. Wilde, OD",Optometrist,"23600 Telo Ave # 100, Torrance, CA 90505",http://www.wolstaneye.com/,(310) 543-2611,,,2.0,3.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dm1DyaPDsSW_z-HsTcaKtw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=244.14243&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Cindy%20T.%20Wilde,%20OD/data=!4m7!3m6!1s0x80dd4ae44eb37bcd:0x8167ba00a5ff413f!8m2!3d33.8119341!4d-118.3376814!16s/g/113jgm4zv!19sChIJzXuzTuRK3YARP0H_pQC6Z4E?authuser=0&hl=en&rclk=1",US
MinuteClinic at CVS,Local medical services,"3502 W Camelback Rd, Phoenix, AZ 85019",https://www.cvs.com/minuteclinic/clinic-locator/az/phoenix/11478.html?WT.mc_id=LS_mc_google_carenav_11478,(866) 389-2727,"{""Friday"":""Closed"",""Monday"":""8:30 AM–7:30 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–7:30 PM"",""Tuesday"":""8:30 AM–7:30 PM"",""Wednesday"":""8:30 AM–7:30 PM""}",Closed ⋅ Opens 8:30 AM Mon,4.0,3.0,https://lh5.googleusercontent.com/p/AF1QipNHBPyApe1rHF8rBX84lkRseRfEbIAkJ0-LN4MV=w137-h92-k-no,https://www.google.com/maps/place/MinuteClinic%20at%20CVS/data=!4m7!3m6!1s0x872b13050b1ab0ef:0xe1a1bfbfa130d35a!8m2!3d33.5099532!4d-112.13473139999999!16s/g/11q24sg0zf!19sChIJ77AaCwUTK4cRWtMwob-_oeE?authuser=0&hl=en&rclk=1,US
Inverewe Bird Hide,Bird watching area,Achnasheen IV22 2LG,,,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,8.0,4.8,https://lh5.googleusercontent.com/p/AF1QipOIyCijBDZYCrpAWBKjz3RcY7Yyfnwn1X4fwu0Z=w122-h92-k-no,https://www.google.com/maps/place/Inverewe%20Bird%20Hide/data=!4m7!3m6!1s0x488e6ebf01cc996f:0xc390f260704c35f!8m2!3d57.7729431!4d-5.5963576999999995!16s/g/11h9rpmm9r!19sChIJb5nMAb9ujkgRX8MEByYPOQw?authuser=0&hl=en&rclk=1,GB
Smith Orthodontics,Orthodontist,"11244 W 135th St, Overland Park, KS 66221",https://bradsmithortho.com/,(913) 897-6950,"{""Friday"":""Closed"",""Monday"":""7:30 AM–4:30 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""7:30 AM–4:30 PM"",""Tuesday"":""7:30–11:30 AM"",""Wednesday"":""7:30 AM–4:30 PM""}",Open ⋅ Closes 11:30 AM,26.0,5.0,https://lh5.googleusercontent.com/p/AF1QipPYoj6ZDvPHsS61Qs7-ihISaRZtwmy_JVVNe1nh=w80-h106-k-no,https://www.google.com/maps/place/Smith%20Orthodontics/data=!4m7!3m6!1s0x87c0c01ac13f48e9:0x5fcfce97337ec555!8m2!3d38.885441199999995!4d-94.7176491!16s/g/125_wyhpv!19sChIJ6Ug_wRrAwIcRVcV-M5fOz18?authuser=0&hl=en&rclk=1,US
The Beauty Room,Beauty salon,"501 S Yellowstone Dr #21, Madison, WI 53719",http://thebeautyroomllc.com/,(773) 505-1569,,,4.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fi1sDPUnbyf4IZyi7Y1UGw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=109.94624&pitch=0&thumbfov=100,https://www.google.com/maps/place/The%20Beauty%20Room/data=!4m7!3m6!1s0x8807ae6012835087:0xb266c005114090c3!8m2!3d43.0561216!4d-89.4925033!16s/g/11fm6fbzc4!19sChIJh1CDEmCuB4gRw5BAEQXAZrI?authuser=0&hl=en&rclk=1,US
Citibank ATM,ATM,"3148 W 159th St, Markham, IL 60428",online.citi.com,+18006273999,"""{\""Friday\"":\""Open 24 hours\"",\""Monday\"":\""Open 24 hours\"",\""Saturday\"":\""Open 24 hours\"",\""Sunday (Easter)\"":\""Open 24 hours\"",\""Thursday\"":\""Open 24 hours\"",\""Tuesday\"":\""Open 24 hours\"",\""Wednesday\"":\""Open 24 hours\""}""",,1.0,4.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDwXesPfdfSWcMRKbgmuug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.92236&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Citibank+ATM/@41.6013081,-87.6961576,17z/data=!3m1!4b1!4m5!3m4!1s0x880e22cbb845e03d:0x31833e465ac4adeb!8m2!3d41.6013086!4d-87.6937591",US
Bahama Buck's - Edmond,Dessert restaurant,"1468 N Kelly Ave, Edmond, OK 73003",https://bahamabucks.com/shop/edmond/,(405) 513-8247,"{""Friday"":""12–9 PM"",""Monday"":""12–9 PM"",""Saturday"":""12–9 PM"",""Sunday"":""12–9 PM"",""Thursday"":""12–9 PM"",""Tuesday"":""Closed"",""Wednesday"":""12–9 PM""}",Open ⋅ Closes 9 PM,437.0,4.4,https://lh5.googleusercontent.com/p/AF1QipNLRRU6xwOE0S6jIv1Q2jTjm8pQaB8hADhKq1k3=w122-h92-k-no,https://www.google.com/maps/place/Bahama%20Buck's%20-%20Edmond/data=!4m7!3m6!1s0x87b21e3b13b59941:0xd29f74bcff9843a9!8m2!3d35.669522199999996!4d-97.4954029!16s/g/11f3zj0gwx!19sChIJQZm1EzsesocRqUOY_7x0n9I?authuser=0&hl=en&rclk=1,US
allclean services,House cleaning service,"Rusham Park Ave, Egham TW20 9LT",http://allclean-services.co.uk/,,"{""Friday"":""7–10:30 am"",""Monday"":""7 am–10:30 pm"",""Saturday"":""8 am–3 pm"",""Sunday"":""8 am–3 pm"",""Thursday"":""7 am–10:30 pm"",""Tuesday"":""7 am–10:30 pm"",""Wednesday"":""7 am–10:30 pm""}",Open ⋅ Closes 10:30 pm,5.0,5.0,https://lh5.googleusercontent.com/p/AF1QipP6KRu1D0I7UbO14ozwtq2ec6Z-sg_EcnRQOZ4P=w163-h92-k-no,https://www.google.com/maps/place/allclean%20services/data=!4m7!3m6!1s0x4876777ce44888bf:0x968aaf415a55789e!8m2!3d51.4281778!4d-0.5478824!16s/g/11qgb_ddnn!19sChIJv4hI5Hx3dkgRnnhVWkGvipY?authuser=0&hl=en&rclk=1,GB
HiPhone,Cell phone store,"des Grands Crus, ZAC, Av. Roland Carraz, 21300 Chenôve, France",http://hiphone.fr/,+33 7 67 96 75 73,"{""Friday"":""10 AM–12 PM"",""Monday"":""Closed"",""Saturday"":""9:30 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–12 PM"",""Tuesday"":""10 AM–12 PM"",""Wednesday"":""10 AM–12 PM""}",Closed ⋅ Opens 10 AM Tue,1268.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNHbaO1YR88G33eJr_Udi9MzEXwpUrzbDiaGcF4=w122-h92-k-no,https://www.google.com/maps/place/HiPhone/data=!4m7!3m6!1s0x47f29c5bf0990f89:0x2fe2acee75fef4af!8m2!3d47.2861457!4d5.0100725!16s/g/11gfdw1ssd!19sChIJiQ-Z8Fuc8kcRr_T-de6s4i8?authuser=0&hl=en&rclk=1,FR
Nails Secrets,Nail salon,"Bowen Cl, Browns Wood, Milton Keynes MK7 8DR",https://www.fresha.com/book-now/nails-secrets-wkuz0a3o/all-offer?id=777284&pId=730364,07366 031224,"{""Friday"":""9 am–8:30 pm"",""Monday"":""9 am–8:30 pm"",""Saturday"":""9 am–8:30 pm"",""Sunday"":""9 am–8:30 pm"",""Thursday"":""9 am–8:30 pm"",""Tuesday"":""9 am–8:30 pm"",""Wednesday"":""9 am–8:30 pm""}",Closed ⋅ Opens 9 am,9.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNhxy6ncIcVOnM8vDnYzNoQM5E0hTuAlQBDGoAf=w80-h112-k-no,https://www.google.com/maps/place/Nails%20Secrets/data=!4m7!3m6!1s0x48765540092a7b6b:0xa8591cd06396d190!8m2!3d52.015025699999995!4d-0.6838447999999999!16s/g/11tm_6zd2p!19sChIJa3sqCUBVdkgRkNGWY9AcWag?authuser=0&hl=en&rclk=1,GB
Eva ROCHETTE - Psychologue - Visio & cabinet - Vailhauques / Montpellier,Psychologist,"Le Salet, 34570 Vailhauquès, France",https://www.evarochette-psy.com/,+33 6 18 15 77 70,"{""Friday"":""9 AM–6 PM"",""Monday"":""9 AM–6 PM"",""Saturday"":""8 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–7 PM"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",Open ⋅ Closes 7 PM,8.0,4.5,https://lh5.googleusercontent.com/p/AF1QipNlZafHzY4KYYG6X7Qc_hptCBK-iF0LoCgMoGix=w163-h92-k-no,https://www.google.com/maps/place/Eva%20ROCHETTE%20-%20Psychologue%20-%20Visio%20&%20cabinet%20-%20Vailhauques%20/%20Montpellier/data=!4m7!3m6!1s0x12b155e31915d1af:0x637b02ed73d6853a!8m2!3d43.6690517!4d3.7210755!16s/g/11ng6m63d7!19sChIJr9EVGeNVsRIROoXWc-0Ce2M?authuser=0&hl=en&rclk=1,FR
Taqueria Los Gallos,Mexican torta restaurant,"1800 South 13th Street, Milwaukee, WI 53204",,(414) 645-1900,"{""Friday"":""10 AM–9 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–9 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}",Open ⋅ Closes 8 PM,169.0,4.6,https://lh5.googleusercontent.com/p/AF1QipOOiufD88GdBd21fFWMwh9zpF-8Kf8c_FcJcyi5=w80-h106-k-no,https://www.google.com/maps/place/Taqueria%20Los%20Gallos/data=!4m7!3m6!1s0x880519f0af51a939:0xf644c63468833763!8m2!3d43.0108483!4d-87.9279931!16s/g/11btvg7yhr!19sChIJOalRr_AZBYgRYzeDaDTGRPY?authuser=0&hl=en&rclk=1,US
Giotech,IT support and services,"113 Cannon Workshops, 3 Cannon Dr, London E14 4AS",http://www.giotech.co.uk/,020 7183 2494,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,11.0,3.9,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ImVyE9soQWC-dz8xm4gSbA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=31.852829&pitch=0&thumbfov=100,https://www.google.com/maps/place/Giotech/data=!4m7!3m6!1s0x47d8a513c6f8bfaf:0xa883f3c3b9e99a3d!8m2!3d51.5076871!4d-0.026426599999999998!16s/g/1tk66z1p!19sChIJr7_4xhOl2EcRPZrpucPzg6g?authuser=0&hl=en&rclk=1,GB
"Stephen Marshall, MD",Emergency care physician,"1035 116th Ave NE, Bellevue, WA 98004",overlakehospital.org,+14256885100,,,2.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mcPllK301X0dk2FWNszF6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.29298&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Stephen+Marshall,+MD/@47.6203863,-122.1876044,17z/data=!3m1!4b1!4m6!3m5!1s0x54906cf3705795d5:0x8391aaccbfe2517f!8m2!3d47.6203863!4d-122.1876044!16s%2Fg%2F1tf1bg60?hl=en",US
The Medicare Brokers,Insurance agency,"34 Barrow St, Milford, CT 06460",https://medicare-brokers.com/,(203) 848-4479,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Opens soon ⋅ 9 AM,1.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S-VgPnRT2OSI1HtQnVsxlw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=344.75977&pitch=0&thumbfov=100,https://www.google.com/maps/place/The%20Medicare%20Brokers/data=!4m7!3m6!1s0x89e8757e55268fbb:0xa9f02e0ad089de56!8m2!3d41.222094!4d-73.0077017!16s/g/11jlgc7h60!19sChIJu48mVX516IkRVt6J0Aou8Kk?authuser=0&hl=en&rclk=1,US
"Complete Family Health Care, P.C.",Doctor,"5577 Chalkville Rd, Birmingham, AL 35235",https://completefamilyhealthcare.com/,(205) 853-3533,"{""Friday"":""7:45 AM–4:45 PM"",""Monday"":""7:45 AM–4:45 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""7:45 AM–4:45 PM"",""Tuesday"":""7:45 AM–4:45 PM"",""Wednesday"":""7:45 AM–4:45 PM""}",Open ⋅ Closes 4:45 PM,12.0,4.0,,"https://www.google.com/maps/place/Complete%20Family%20Health%20Care,%20P.C./data=!4m7!3m6!1s0x88890c72127a99bb:0xb3868ebfca8e87bc!8m2!3d33.6510539!4d-86.6369842!16s/g/1w0j4z27!19sChIJu5l6EnIMiYgRvIeOyr-OhrM?authuser=0&hl=en&rclk=1",US
UPWARD PACKAGING INC,Transportation service,"3771 Jacombs Rd #180, Richmond, BC V6V 2L9, Canada",upwardpackaging.com,+16042151545,"""{\""Friday\"":\""9AM to 3:30PM\"",\""Monday\"":\""9AM to 4:30PM\"",\""Saturday\"":\""Closed\"",\""Sunday\"":\""Closed\"",\""Thursday\"":\""9AM to 4:30PM\"",\""Tuesday\"":\""9AM to 4:30PM\"",\""Wednesday\"":\""9AM to 4:30PM\""}""",,6.0,5.0,https://lh5.googleusercontent.com/p/AF1QipPfphlJc8FmST2pvhdO87mg3uebs2Gs71Jl7gMQ=w408-h306-k-no,"https://www.google.com/maps/place/UPWARD+PACKAGING+INC/@49.1869019,-123.0812162,17z/data=!3m1!4b1!4m6!3m5!1s0x5486750a12394715:0xccfbf2ea51a35985!8m2!3d49.1869019!4d-123.0812162!16s%2Fg%2F1ptxntwwn",US
Good Form Pilates,Pilates studio,"7917 Bayou Club Blvd, Seminole, FL 33777",https://www.instagram.com/good_form_pilates/,(727) 336-4619,"{""Friday"":""9 AM–7 PM"",""Monday"":""9 AM–7 PM"",""Saturday"":""9 AM–7 PM"",""Sunday"":""9 AM–7 PM"",""Thursday"":""9 AM–7 PM"",""Tuesday"":""9 AM–7 PM"",""Wednesday"":""9 AM–7 PM""}",Open ⋅ Closes 7 PM,2.0,5.0,,https://www.google.com/maps/place/Good%20Form%20Pilates/data=!4m7!3m6!1s0x88c2fb05ceb783ff:0x1551eeaac3f789e4!8m2!3d27.861153299999998!4d-82.7481198!16s/g/11rmtyq493!19sChIJ_4O3zgX7wogR5In3w6ruURU?authuser=0&hl=en&rclk=1,US
Bremer Bank,Bank,"17600 MN-7, Minnetonka, MN 55345",bremer.com,+19524743281,,Closed ⋅ Opens 9AM See more hours,8.0,4.3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2EFMDVWnacHXtidtlk6oHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.54208&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Bremer+Bank/@44.914047,-93.503925,17z/data=!3m1!4b1!4m5!3m4!1s0x87f61dd27d4050c5:0xe7a6c5cd4c1e935!8m2!3d44.9140557!4d-93.5038256",US
Paradise Produce Farm Shop,Farm shop,"Grange Croft, Sutton Rd, Wawne HU7 5XA",http://www.paradiseproduce.co.uk/,07985 732753,"{""Friday"":""10 am–4 pm"",""Monday"":""Closed"",""Saturday"":""10 am–4 pm"",""Sunday"":""Closed"",""Thursday"":""Closed"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",Closed ⋅ Opens 10 am Fri,14.0,5.0,https://lh5.googleusercontent.com/p/AF1QipPw7KHgz7bjvcb1qiNIwbzSIbohgzfCGi2nPl2K=w122-h92-k-no,https://www.google.com/maps/place/Paradise%20Produce%20Farm%20Shop/data=!4m7!3m6!1s0x4878bf24877dcb03:0x41ca6447090ae2ac!8m2!3d53.8157972!4d-0.33988039999999997!16s/g/11rwlj2p1n!19sChIJA8t9hyS_eEgRrOIKCUdkykE?authuser=0&hl=en&rclk=1,GB
Ooo La La Creative Cakes,Wedding bakery,"58 Canal St, Laconia, NH 03246",ooolalacreativecakes.com,+16034552989,"""{\""Friday\"":\""11AM to 3PM\"",\""Monday\"":\""Closed\"",\""Saturday\"":\""10AM to 2PM\"",\""Sunday (Easter)\"":\""Closed\"",\""Thursday\"":\""11AM to 3PM\"",\""Tuesday\"":\""Closed\"",\""Wednesday\"":\""Closed\""}""",,49.0,4.7,,"https://www.google.com/maps/place/Ooo+La+La+Creative+Cakes/@43.5292301,-71.47183,17z/data=!3m1!4b1!4m5!3m4!1s0x4cb347e80cf60a5b:0x2c6837c55ad6ab98!8m2!3d43.5292301!4d-71.4696413",US
Cold Stone Creamery,Ice cream shop,"6105 Sunrise Blvd, Citrus Heights, CA 95610",https://www.coldstonecreamery.com/stores/22325?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb,(916) 899-3392,"{""Friday"":""11:30 AM–10 PM"",""Monday"":""12–9:30 PM"",""Saturday"":""11:30 AM–10 PM"",""Sunday"":""12–9:30 PM"",""Thursday"":""12–9:30 PM"",""Tuesday"":""12–9:30 PM"",""Wednesday"":""12–9:30 PM""}",Closed ⋅ Opens 12 PM,357.0,4.3,https://lh5.googleusercontent.com/p/AF1QipO8re5xml2gYd1ljo6S_P3XxJwP3nbbd0i3Nee_=w80-h106-k-no,https://www.google.com/maps/place/Cold%20Stone%20Creamery/data=!4m7!3m6!1s0x809ade237c374c4d:0x939a4d25a9a87b2e!8m2!3d38.674461199999996!4d-121.27317289999999!16s/g/1tvgvlk1!19sChIJTUw3fCPemoARLnuoqSVNmpM?authuser=0&hl=en&rclk=1,US
Dietrich Norsworthy LLP,Family law attorney,"215 Simonton St, Conroe, TX 77301",http://www.dntxlaw.com/,(936) 703-3127,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,3.0,4.7,https://lh5.googleusercontent.com/p/AF1QipMoHXihlxaGvp0i7GPEgzJIi629a3Rfqi_mXQY=w201-h92-k-no,https://www.google.com/maps/place/Dietrich%20Norsworthy%20LLP/data=!4m7!3m6!1s0x864739459c66fc39:0xc7dda15ea0bae98!8m2!3d30.3110163!4d-95.4575393!16s/g/11hslf2mq0!19sChIJOfxmnEU5R4YRmK4L6hXafQw?authuser=0&hl=en&rclk=1,US
Lost Lake Visitor Center,Visitor center,"3422 Allen Pkwy, Houston, TX 77019",,(713) 752-0314,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""8 AM–5 PM"",""Sunday"":""8 AM–5 PM"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",Open ⋅ Closes 5 PM,52.0,4.6,https://lh5.googleusercontent.com/p/AF1QipPdeLg_xmsGmGghxdFrQoYEkoTggquE3lfka9aV=w138-h92-k-no,https://www.google.com/maps/place/Lost%20Lake%20Visitor%20Center/data=!4m7!3m6!1s0x8640c0a57cecb49b:0x9f36b8c71dda491a!8m2!3d29.7609712!4d-95.402031!16s/g/11bxdvr1xx!19sChIJm7TsfKXAQIYRGknaHce4Np8?authuser=0&hl=en&rclk=1,US
Greatest Gift,Religious goods store,"5414 Two Creeks Road, Two Rivers, WI 54241",,(920) 682-5683,"{""Friday"":""10 AM–4 PM"",""Monday"":""Closed"",""Saturday"":""10 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–4 PM"",""Tuesday"":""10 AM–4 PM"",""Wednesday"":""10 AM–4 PM""}",Closed ⋅ Opens 10 AM,14.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOtdaIgLppcN4TOOj1P1QcMJpKv9xmz5U4qMBzh=w80-h106-k-no,https://www.google.com/maps/place/Greatest%20Gift/data=!4m7!3m6!1s0x880337b4d355fd8d:0x428e4eb76d438542!8m2!3d44.3026243!4d-87.56222559999999!16s/g/1tgcmw30!19sChIJjf1V07Q3A4gRQoVDbbdOjkI?authuser=0&hl=en&rclk=1,US
HEG US Inc.,Internet service provider,"210 N Tucker Blvd UNIT 910, St. Louis, MO 63101",http://unmetered.com/,(314) 300-2150,"{""Friday"":""7 AM–4 PM"",""Monday"":""7 AM–4 PM"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""7 AM–4 PM"",""Tuesday"":""7 AM–4 PM"",""Wednesday"":""7 AM–4 PM""}",Open ⋅ Closes 4 PM,1.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OsL0rFwRHZZ5Jm2FglSPpg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=101.459274&pitch=0&thumbfov=100,https://www.google.com/maps/place/HEG%20US%20Inc./data=!4m7!3m6!1s0x87d8b3179e438353:0xd27d70941b2bfc28!8m2!3d38.629332!4d-90.1973044!16s/g/11dylsnk8p!19sChIJU4NDnhez2IcRKPwrG5RwfdI?authuser=0&hl=en&rclk=1,US
Power Team Maintenance,Lawn care service,"13650 SW 42nd Court Rd, Ocala, FL 34473, United States",http://www.powerteammaintenance.com/,+1 352-342-0364,"{""Friday"":""7 am–7 pm"",""Monday"":""7 am–7 pm"",""Saturday"":""7 am–7 pm"",""Sunday"":""Closed"",""Thursday"":""7 am–7 pm"",""Tuesday"":""7 am–7 pm"",""Wednesday"":""7 am–7 pm""}",Closed ⋅ Opens 7 am,47.0,4.8,https://lh5.googleusercontent.com/p/AF1QipM10ACf-FDwpCL8qYxEqAQ2UEbRWBNGeaKGh5Av=w122-h92-k-no,https://www.google.com/maps/place/Power%20Team%20Maintenance/data=!4m7!3m6!1s0x88e87881b7988747:0xd6c5e9c842d9fc2b!8m2!3d29.0240881!4d-82.19313609999999!16s/g/11b6gl4jwn!19sChIJR4eYt4F46IgRK_zZQsjpxdY?authuser=0&hl=en&rclk=1,US
